date,unrate,unrate_men,unrate_women,unrate_16_to_17,unrate_18_to_19,unrate_20_to_24,unrate_25_to_34,unrate_35_to_44,unrate_45_to_54,unrate_55_over,year,month,unrate_change,shock
1969-11-01,3.3,2.7,4.4,15.3,9.3,5.3,2.8,2.0,1.7,1.9,1969,11,-0.20000000000000018,0
1969-12-01,3.2,2.9,3.7,13.4,9.0,5.0,2.6,1.9,1.9,2.2,1969,12,-0.09999999999999964,0
1970-01-01,4.2,3.9,4.8,15.9,12.0,6.9,3.8,2.7,2.5,2.4,1970,1,1.0,0
1970-02-01,4.7,4.3,5.2,15.5,12.3,8.5,4.1,3.1,2.7,2.8,1970,2,0.5,0
1970-03-01,4.6,4.1,5.3,15.7,11.5,7.2,3.8,3.3,3.0,3.1,1970,3,-0.10000000000000053,0
1970-04-01,4.3,3.9,5.0,16.0,11.6,6.9,3.8,2.8,2.6,2.8,1970,4,-0.2999999999999998,0
1970-05-01,4.1,3.6,5.0,13.0,10.7,7.1,3.6,2.7,2.5,2.9,1970,5,-0.20000000000000018,0
1970-06-01,5.6,4.8,6.8,23.1,18.7,9.0,4.0,2.8,2.4,2.6,1970,6,1.5,1
1970-07-01,5.3,4.7,6.4,17.0,14.2,8.5,4.4,2.9,3.0,2.7,1970,7,-0.2999999999999998,0
1970-08-01,5.0,4.2,6.4,13.1,12.8,8.2,4.6,3.3,2.9,2.6,1970,8,-0.2999999999999998,0
1970-09-01,5.2,4.2,6.8,18.7,14.7,9.3,4.3,3.2,2.9,2.8,1970,9,0.20000000000000018,0
1970-10-01,5.1,4.4,6.3,18.1,15.1,8.6,4.3,3.5,2.8,2.8,1970,10,-0.10000000000000053,0
1970-11-01,5.5,4.8,6.7,19.5,16.6,9.0,4.7,3.5,3.1,3.2,1970,11,0.40000000000000036,0
1970-12-01,5.6,5.4,5.8,18.9,14.5,8.6,5.1,4.0,3.1,3.5,1970,12,0.09999999999999964,0
1971-01-01,6.6,6.4,6.8,19.2,16.8,10.8,6.2,4.6,3.8,4.2,1971,1,1.0,0
1971-02-01,6.6,6.4,6.9,17.3,16.8,11.4,6.1,4.6,3.9,4.2,1971,2,0.0,0
1971-03-01,6.3,5.9,6.8,18.8,16.3,10.5,5.9,4.0,3.9,3.8,1971,3,-0.2999999999999998,0
1971-04-01,5.7,5.1,6.5,17.1,13.9,9.4,5.0,3.8,3.6,3.7,1971,4,-0.5999999999999996,0
1971-05-01,5.3,4.8,6.2,15.6,13.4,9.8,4.6,3.3,3.1,3.3,1971,5,-0.40000000000000036,0
1971-06-01,6.5,5.6,7.9,25.4,19.1,11.6,4.6,3.4,2.9,3.0,1971,6,1.2000000000000002,1
1971-07-01,6.2,5.4,7.6,20.0,15.7,9.7,5.1,3.8,3.3,2.9,1971,7,-0.2999999999999998,0
1971-08-01,5.9,5.0,7.5,15.1,13.2,9.8,5.3,4.2,3.4,3.2,1971,8,-0.2999999999999998,0
1971-09-01,5.8,4.7,7.5,18.2,16.2,9.7,5.3,3.8,3.4,2.9,1971,9,-0.10000000000000053,0
1971-10-01,5.4,4.6,6.7,18.8,14.6,8.9,4.9,3.8,3.0,2.6,1971,10,-0.39999999999999947,0
1971-11-01,5.7,5.0,6.8,19.2,15.7,9.5,5.2,3.5,3.0,3.2,1971,11,0.2999999999999998,0
1971-12-01,5.5,5.4,5.8,18.2,14.6,8.6,5.0,3.6,3.3,3.4,1971,12,-0.20000000000000018,0
1972-01-01,6.5,6.3,6.8,18.5,17.6,11.0,5.9,4.2,3.7,3.6,1972,1,1.0,0
1972-02-01,6.4,6.3,6.5,21.1,17.6,10.5,5.7,4.0,3.7,3.7,1972,2,-0.09999999999999964,0
1972-03-01,6.1,5.9,6.5,20.8,15.5,10.3,4.8,4.2,3.6,3.8,1972,3,-0.3000000000000007,0
1972-04-01,5.5,5.1,6.2,18.0,13.7,9.2,4.6,3.6,3.1,3.7,1972,4,-0.5999999999999996,0
1972-05-01,5.1,4.6,6.0,13.7,12.3,9.0,4.4,3.4,2.9,3.4,1972,5,-0.40000000000000036,0
1972-06-01,6.2,5.2,7.8,22.7,17.4,10.1,4.4,3.3,2.8,3.3,1972,6,1.1000000000000005,1
1972-07-01,5.9,4.8,7.5,18.0,14.3,9.7,4.5,3.5,2.9,3.1,1972,7,-0.2999999999999998,0
1972-08-01,5.5,4.5,7.2,16.0,12.3,8.9,4.6,3.6,2.9,3.3,1972,8,-0.40000000000000036,0
1972-09-01,5.4,4.2,7.3,19.7,14.4,9.2,4.6,3.4,2.6,2.8,1972,9,-0.09999999999999964,0
1972-10-01,5.1,4.2,6.6,17.4,13.3,8.9,4.2,3.3,2.7,3.1,1972,10,-0.3000000000000007,0
1972-11-01,4.9,4.2,6.0,19.1,13.6,7.9,4.0,3.0,2.6,2.7,1972,11,-0.1999999999999993,0
1972-12-01,4.8,4.4,5.3,16.9,13.3,7.4,4.0,2.7,2.5,3.0,1972,12,-0.10000000000000053,0
1973-01-01,5.5,5.0,6.3,17.1,13.2,9.1,5.2,3.4,3.1,3.3,1973,1,0.7000000000000002,0
1973-02-01,5.6,5.2,6.3,18.8,14.2,9.0,4.9,3.4,3.5,3.1,1973,2,0.09999999999999964,0
1973-03-01,5.2,4.8,5.9,17.7,12.2,8.3,4.7,3.2,3.1,3.0,1973,3,-0.39999999999999947,0
1973-04-01,4.8,4.3,5.6,18.2,11.3,7.7,4.0,2.8,3.0,2.7,1973,4,-0.40000000000000036,0
1973-05-01,4.4,3.9,5.2,14.9,11.0,7.5,4.1,2.5,2.1,2.4,1973,5,-0.39999999999999947,0
1973-06-01,5.4,4.4,6.9,22.8,13.6,8.7,4.1,2.5,2.2,2.4,1973,6,1.0,0
1973-07-01,5.0,4.1,6.5,17.2,12.8,8.1,4.1,2.4,2.1,2.5,1973,7,-0.40000000000000036,0
1973-08-01,4.7,3.7,6.3,13.1,11.1,7.7,4.4,2.5,2.2,2.6,1973,8,-0.2999999999999998,0
1973-09-01,4.7,3.5,6.5,17.4,12.9,8.1,4.1,2.7,2.0,2.4,1973,9,0.0,0
1973-10-01,4.2,3.4,5.5,16.1,11.6,6.5,3.7,2.3,2.1,2.4,1973,10,-0.5,0
1973-11-01,4.6,3.8,5.7,18.1,12.6,6.7,3.9,2.5,2.3,2.6,1973,11,0.39999999999999947,0
1973-12-01,4.6,4.1,5.3,15.9,12.3,6.8,4.0,2.7,2.5,2.6,1973,12,0.0,0
1974-01-01,5.7,5.1,6.5,18.8,14.0,9.4,5.1,3.3,3.1,3.2,1974,1,1.1000000000000005,1
1974-02-01,5.8,5.4,6.4,18.6,13.8,9.6,5.1,3.5,3.3,3.3,1974,2,0.09999999999999964,0
1974-03-01,5.3,4.9,6.0,18.6,12.9,8.5,4.7,3.1,3.1,3.0,1974,3,-0.5,0
1974-04-01,4.8,4.5,5.4,15.3,11.4,7.7,4.5,3.1,2.8,2.7,1974,4,-0.5,0
1974-05-01,4.6,4.0,5.7,14.9,12.1,8.2,3.8,2.8,2.3,2.5,1974,5,-0.20000000000000018,0
1974-06-01,5.8,4.9,7.3,23.8,16.3,9.3,4.0,2.9,2.3,2.6,1974,6,1.2000000000000002,1
1974-07-01,5.7,4.7,7.2,18.9,14.9,8.9,4.5,3.0,2.4,2.6,1974,7,-0.09999999999999964,0
1974-08-01,5.3,4.4,6.8,13.6,12.2,9.4,4.6,3.2,2.4,3.0,1974,8,-0.40000000000000036,0
1974-09-01,5.7,4.5,7.6,18.3,16.5,9.5,4.7,3.4,2.9,2.8,1974,9,0.40000000000000036,0
1974-10-01,5.5,4.6,6.9,17.9,15.1,8.5,5.0,3.4,2.8,2.9,1974,10,-0.20000000000000018,0
1974-11-01,6.2,5.3,7.6,20.3,16.0,9.6,5.6,3.9,3.5,3.1,1974,11,0.7000000000000002,0
1974-12-01,6.7,6.3,7.3,20.2,15.5,10.4,6.1,4.4,3.9,3.8,1974,12,0.5,0
1975-01-01,9.0,8.5,9.7,22.4,20.7,13.9,8.6,6.3,5.8,4.8,1975,1,2.3,1
1975-02-01,9.1,8.9,9.5,22.8,19.5,14.9,8.6,6.4,5.7,5.3,1975,2,0.09999999999999964,0
1975-03-01,9.1,8.9,9.5,22.8,19.5,14.8,8.6,6.4,5.9,5.3,1975,3,0.0,0
1975-04-01,8.6,8.3,8.9,20.5,17.9,14.0,7.8,6.3,5.4,5.2,1975,4,-0.5,0
1975-05-01,8.3,7.8,9.1,19.1,18.4,14.1,7.6,5.5,5.3,4.7,1975,5,-0.29999999999999893,0
1975-06-01,9.1,8.4,10.1,26.2,21.6,14.0,8.0,5.4,5.1,4.6,1975,6,0.7999999999999989,0
1975-07-01,8.7,8.0,9.7,20.8,18.8,13.7,8.0,5.0,5.0,4.4,1975,7,-0.40000000000000036,0
1975-08-01,8.2,7.2,9.6,18.4,17.3,13.0,7.6,5.3,5.0,4.3,1975,8,-0.5,0
1975-09-01,8.1,7.1,9.6,21.7,18.6,13.6,7.5,5.2,4.9,4.1,1975,9,-0.09999999999999964,0
1975-10-01,7.8,6.9,9.0,21.1,17.6,12.4,6.9,5.3,4.9,4.5,1975,10,-0.2999999999999998,0
1975-11-01,7.8,7.2,8.6,20.5,18.0,12.6,7.0,5.3,4.7,4.6,1975,11,0.0,0
1975-12-01,7.8,7.5,8.2,19.8,18.7,11.8,7.0,5.2,4.9,4.9,1975,12,0.0,0
1976-01-01,8.8,8.5,9.3,22.6,20.7,14.3,8.2,5.7,5.3,5.2,1976,1,1.0000000000000009,1
1976-02-01,8.7,8.4,9.1,23.1,18.9,13.7,8.2,5.8,5.2,5.4,1976,2,-0.10000000000000142,0
1976-03-01,8.1,7.8,8.5,21.1,19.0,12.9,7.2,5.1,5.0,5.4,1976,3,-0.5999999999999996,0
1976-04-01,7.4,7.0,7.9,20.3,17.3,11.6,6.4,4.9,4.5,4.9,1976,4,-0.6999999999999993,0
1976-05-01,6.8,6.3,7.4,19.5,15.0,11.0,6.2,4.2,3.8,4.1,1976,5,-0.6000000000000005,0
1976-06-01,8.0,7.2,9.1,26.3,18.0,12.4,6.7,4.5,3.9,4.4,1976,6,1.2000000000000002,1
1976-07-01,7.8,6.9,9.2,20.1,15.8,11.3,7.3,4.9,4.4,4.5,1976,7,-0.20000000000000018,0
1976-08-01,7.6,6.3,9.4,18.1,16.1,11.6,7.3,4.8,4.1,4.4,1976,8,-0.20000000000000018,0
1976-09-01,7.4,6.2,9.2,20.2,18.2,11.4,7.1,4.9,4.1,4.2,1976,9,-0.1999999999999993,0
1976-10-01,7.2,6.2,8.6,20.4,16.7,11.4,6.7,4.7,4.0,4.1,1976,10,-0.20000000000000018,0
1976-11-01,7.4,6.8,8.3,21.8,17.3,11.5,6.8,4.6,4.4,4.4,1976,11,0.20000000000000018,0
1976-12-01,7.4,7.1,7.7,19.6,17.5,11.2,6.8,4.8,4.8,4.1,1976,12,0.0,0
1977-01-01,8.3,7.9,8.8,22.7,19.2,12.9,7.9,5.2,5.2,4.8,1977,1,0.9000000000000004,0
1977-02-01,8.5,8.3,8.8,21.5,18.8,13.7,7.9,5.4,5.1,5.6,1977,2,0.1999999999999993,0
1977-03-01,7.9,7.5,8.5,23.2,17.1,12.3,7.2,5.0,4.9,4.9,1977,3,-0.5999999999999996,0
1977-04-01,6.9,6.3,7.7,18.4,15.9,10.6,6.5,4.3,4.1,4.3,1977,4,-1.0,0
1977-05-01,6.4,5.8,7.3,18.2,14.8,10.5,5.7,4.1,3.6,3.8,1977,5,-0.5,0
1977-06-01,7.5,6.5,9.1,26.0,18.1,11.3,6.1,4.2,3.8,3.6,1977,6,1.0999999999999996,1
1977-07-01,7.0,6.0,8.4,19.4,15.2,10.5,6.5,4.3,3.3,3.6,1977,7,-0.5,0
1977-08-01,6.8,5.7,8.6,16.9,13.9,10.8,6.4,4.2,3.8,3.6,1977,8,-0.20000000000000018,0
1977-09-01,6.6,5.2,8.6,19.4,17.6,10.5,6.0,4.1,3.3,3.6,1977,9,-0.20000000000000018,0
1977-10-01,6.4,5.3,7.8,18.0,15.5,9.7,6.0,4.0,3.3,3.8,1977,10,-0.1999999999999993,0
1977-11-01,6.5,5.5,7.9,19.1,15.7,9.8,5.8,4.1,3.4,4.0,1977,11,0.09999999999999964,0
1977-12-01,6.0,5.5,6.8,16.4,13.4,9.4,5.6,3.7,3.5,3.9,1977,12,-0.5,0
1978-01-01,7.1,6.5,7.8,19.8,16.7,11.9,6.4,4.4,3.9,3.9,1978,1,1.0999999999999996,1
1978-02-01,6.9,6.7,7.3,22.2,15.9,11.7,6.0,4.1,3.9,4.0,1978,2,-0.1999999999999993,0
1978-03-01,6.6,6.3,7.0,21.5,15.7,11.1,5.8,4.0,3.5,3.6,1978,3,-0.3000000000000007,0
1978-04-01,5.8,5.2,6.6,18.7,13.4,9.6,5.2,3.4,3.0,3.3,1978,4,-0.7999999999999998,0
1978-05-01,5.5,4.7,6.7,17.1,12.8,8.7,4.9,3.7,3.2,3.0,1978,5,-0.2999999999999998,0
1978-06-01,6.2,5.1,7.9,22.2,15.1,9.7,4.8,3.5,3.1,2.9,1978,6,0.7000000000000002,0
1978-07-01,6.3,5.1,8.0,19.7,13.5,9.8,5.4,3.6,3.2,2.9,1978,7,0.09999999999999964,0
1978-08-01,5.9,4.7,7.6,16.1,11.9,8.8,5.6,3.7,3.2,2.8,1978,8,-0.39999999999999947,0
1978-09-01,5.8,4.5,7.6,18.8,15.1,9.2,5.1,3.4,3.1,3.0,1978,9,-0.10000000000000053,0
1978-10-01,5.4,4.6,6.6,18.2,13.5,8.1,4.8,3.4,3.1,2.8,1978,10,-0.39999999999999947,0
1978-11-01,5.6,4.8,6.7,19.1,14.0,8.7,4.9,3.5,2.9,2.9,1978,11,0.1999999999999993,0
1978-12-01,5.7,5.2,6.3,18.9,13.6,8.7,5.1,3.6,3.3,2.9,1978,12,0.10000000000000053,0
1979-01-01,6.4,6.0,7.1,19.4,15.5,9.9,6.0,4.2,3.5,3.3,1979,1,0.7000000000000002,0
1979-02-01,6.4,6.0,7.0,19.8,15.6,10.0,6.0,3.8,3.7,3.6,1979,2,0.0,0
1979-03-01,6.1,5.7,6.6,20.1,13.7,9.7,5.5,3.6,3.5,3.5,1979,3,-0.3000000000000007,0
1979-04-01,5.5,5.0,6.3,18.1,13.4,8.3,4.9,3.4,3.4,3.2,1979,4,-0.5999999999999996,0
1979-05-01,5.2,4.5,6.3,17.0,13.5,8.5,4.5,3.1,2.8,2.9,1979,5,-0.2999999999999998,0
1979-06-01,6.0,5.0,7.5,22.0,15.7,9.2,4.8,3.2,3.0,2.7,1979,6,0.7999999999999998,0
1979-07-01,5.9,5.1,7.0,17.5,13.9,8.9,5.1,3.2,3.0,2.9,1979,7,-0.09999999999999964,0
1979-08-01,5.9,4.8,7.5,15.4,13.7,9.2,5.5,3.8,3.1,3.0,1979,8,0.0,0
1979-09-01,5.7,4.6,7.1,16.2,17.2,9.2,4.7,3.7,2.9,2.6,1979,9,-0.20000000000000018,0
1979-10-01,5.6,4.7,6.9,17.4,14.9,8.9,4.9,3.5,3.2,2.7,1979,10,-0.10000000000000053,0
1979-11-01,5.6,5.0,6.4,17.1,14.9,8.5,5.2,3.7,3.1,2.8,1979,11,0.0,0
1979-12-01,5.7,5.3,6.2,17.2,14.0,9.5,5.0,3.7,3.1,2.7,1979,12,0.10000000000000053,0
1980-01-01,6.9,6.7,7.1,19.9,15.7,11.5,6.2,4.4,3.8,3.8,1980,1,1.2000000000000002,1
1980-02-01,6.8,6.7,7.0,20.1,16.4,11.1,6.4,4.4,3.9,3.4,1980,2,-0.10000000000000053,0
1980-03-01,6.6,6.6,6.6,19.1,15.0,10.8,6.5,4.3,3.8,3.2,1980,3,-0.20000000000000018,0
1980-04-01,6.7,6.7,6.6,18.0,13.4,10.8,6.8,4.3,3.8,3.5,1980,4,0.10000000000000053,0
1980-05-01,7.1,7.0,7.2,20.0,16.4,11.9,6.8,4.5,3.7,3.3,1980,5,0.39999999999999947,0
1980-06-01,7.8,7.6,8.2,23.9,18.9,12.5,7.2,4.5,3.9,3.1,1980,6,0.7000000000000002,0
1980-07-01,7.9,7.6,8.2,20.1,16.8,12.1,7.7,5.0,4.3,3.2,1980,7,0.10000000000000053,0
1980-08-01,7.6,7.2,8.1,18.8,14.9,11.6,7.6,5.3,4.4,3.3,1980,8,-0.3000000000000007,0
1980-09-01,7.2,6.8,7.6,19.2,17.6,11.7,7.1,4.6,3.9,3.1,1980,9,-0.39999999999999947,0
1980-10-01,7.1,6.7,7.7,19.9,16.7,11.6,7.1,4.5,4.1,2.9,1980,10,-0.10000000000000053,0
1980-11-01,7.1,7.0,7.4,21.6,16.6,11.4,6.8,4.6,4.4,3.3,1980,11,0.0,0
1980-12-01,6.9,6.9,7.0,18.7,15.6,11.1,6.8,4.7,4.1,3.4,1980,12,-0.1999999999999993,0
1981-01-01,8.2,8.3,8.0,22.2,19.0,13.3,8.0,5.5,4.6,3.9,1981,1,1.299999999999999,1
1981-02-01,8.0,8.3,7.7,23.1,19.3,13.0,7.7,5.2,4.6,4.2,1981,2,-0.1999999999999993,0
1981-03-01,7.7,7.9,7.4,23.2,17.6,12.6,7.2,5.2,4.3,4.1,1981,3,-0.2999999999999998,0
1981-04-01,7.0,6.9,7.1,21.2,16.1,11.6,6.6,4.9,3.5,3.5,1981,4,-0.7000000000000002,0
1981-05-01,7.1,6.9,7.5,20.5,17.3,12.4,6.9,4.2,3.8,3.3,1981,5,0.09999999999999964,0
1981-06-01,7.7,7.3,8.3,26.4,18.7,12.6,6.8,4.5,3.9,3.1,1981,6,0.6000000000000005,0
1981-07-01,7.3,6.7,8.2,19.1,17.0,11.4,7.0,4.4,4.1,3.3,1981,7,-0.40000000000000036,0
1981-08-01,7.2,6.6,8.0,17.4,15.7,11.5,7.1,4.6,4.3,3.4,1981,8,-0.09999999999999964,0
1981-09-01,7.3,6.5,8.4,20.2,19.6,11.9,6.8,5.0,3.7,3.5,1981,9,0.09999999999999964,0
1981-10-01,7.5,6.9,8.3,20.4,19.9,12.0,7.3,5.0,4.2,3.4,1981,10,0.20000000000000018,0
1981-11-01,7.9,7.8,8.2,23.4,20.7,12.2,7.6,5.6,4.5,3.6,1981,11,0.40000000000000036,0
1981-12-01,8.3,8.7,7.8,20.8,20.4,13.0,8.1,6.0,5.0,4.1,1981,12,0.40000000000000036,0
1982-01-01,9.4,10.0,8.7,23.5,23.2,15.0,9.2,6.8,5.6,4.8,1982,1,1.0999999999999996,1
1982-02-01,9.6,10.1,8.9,25.0,24.1,15.3,9.3,6.6,5.6,5.1,1982,2,0.1999999999999993,0
1982-03-01,9.5,10.1,8.7,24.7,21.5,15.1,9.3,6.6,5.8,5.2,1982,3,-0.09999999999999964,0
1982-04-01,9.2,9.5,8.7,24.5,21.0,14.2,9.2,6.4,5.2,5.2,1982,4,-0.3000000000000007,0
1982-05-01,9.1,9.1,9.0,24.8,21.1,14.1,9.0,6.3,5.4,4.7,1982,5,-0.09999999999999964,0
1982-06-01,9.8,9.8,9.7,27.7,22.7,15.0,9.8,6.3,4.8,4.8,1982,6,0.7000000000000011,0
1982-07-01,9.8,9.6,10.0,23.4,21.2,14.4,10.2,6.5,5.6,4.9,1982,7,0.0,0
1982-08-01,9.6,9.3,9.9,21.3,19.9,14.5,9.8,6.9,5.5,5.0,1982,8,-0.20000000000000107,0
1982-09-01,9.7,9.6,9.8,25.9,22.7,14.7,10.0,7.0,5.8,4.6,1982,9,0.09999999999999964,0
1982-10-01,9.9,9.9,9.9,24.9,23.0,15.1,10.1,7.1,6.1,4.8,1982,10,0.20000000000000107,0
1982-11-01,10.4,10.7,9.9,27.5,23.1,15.6,10.2,8.0,6.5,5.3,1982,11,0.5,0
1982-12-01,10.5,11.3,9.6,26.8,21.9,15.5,10.7,8.5,6.5,5.6,1982,12,0.09999999999999964,0
1983-01-01,11.4,12.2,10.4,25.8,23.9,17.7,11.7,8.7,7.3,6.2,1983,1,0.9000000000000004,0
1983-02-01,11.3,12.3,10.0,26.0,23.8,17.7,11.7,8.3,7.3,6.3,1983,2,-0.09999999999999964,0
1983-03-01,10.8,11.7,9.6,27.1,23.1,16.4,11.4,7.8,6.9,6.1,1983,3,-0.5,0
1983-04-01,10.0,10.8,9.0,26.5,20.9,15.1,10.1,7.5,6.7,6.0,1983,4,-0.8000000000000007,0
1983-05-01,9.8,10.2,9.2,25.9,20.7,15.2,9.6,7.2,6.6,5.1,1983,5,-0.1999999999999993,0
1983-06-01,10.2,10.1,10.4,29.6,23.0,14.9,9.8,7.1,6.0,5.3,1983,6,0.3999999999999986,0
1983-07-01,9.4,9.4,9.4,22.9,19.8,13.3,9.3,6.9,5.8,5.0,1983,7,-0.7999999999999989,0
1983-08-01,9.2,9.0,9.4,20.4,19.4,13.7,9.2,6.6,5.9,4.8,1983,8,-0.20000000000000107,0
1983-09-01,8.8,8.6,9.0,23.2,21.1,13.3,8.8,6.6,5.3,4.5,1983,9,-0.3999999999999986,0
1983-10-01,8.4,8.3,8.5,22.8,20.6,13.0,8.3,5.9,5.4,4.4,1983,10,-0.40000000000000036,0
1983-11-01,8.1,8.3,7.9,22.5,19.5,12.4,8.1,5.7,5.1,4.6,1983,11,-0.3000000000000007,0
1983-12-01,8.0,8.4,7.5,21.9,17.8,11.7,8.1,5.7,5.7,4.8,1983,12,-0.09999999999999964,0
1984-01-01,8.8,9.3,8.2,22.7,19.3,13.8,8.9,6.1,5.8,5.3,1984,1,0.8000000000000007,0
1984-02-01,8.4,8.9,7.9,23.6,19.2,12.8,8.8,5.8,5.4,5.0,1984,2,-0.40000000000000036,0
1984-03-01,8.1,8.4,7.7,24.3,18.3,12.3,8.2,5.6,5.1,4.9,1984,3,-0.3000000000000007,0
1984-04-01,7.6,7.8,7.4,22.7,16.2,11.9,7.5,5.6,4.7,4.5,1984,4,-0.5,0
1984-05-01,7.2,7.0,7.4,20.1,17.4,11.4,6.8,5.0,4.8,4.2,1984,5,-0.39999999999999947,0
1984-06-01,7.4,7.1,7.8,25.0,17.9,10.9,6.7,5.0,4.1,4.4,1984,6,0.20000000000000018,0
1984-07-01,7.5,7.1,8.0,19.6,16.3,10.8,7.2,5.2,4.9,4.2,1984,7,0.09999999999999964,0
1984-08-01,7.3,6.6,8.2,17.7,14.9,11.3,6.9,5.6,4.6,4.3,1984,8,-0.20000000000000018,0
1984-09-01,7.1,6.6,7.7,20.6,18.6,10.9,6.4,5.4,4.6,4.0,1984,9,-0.20000000000000018,0
1984-10-01,7.0,6.5,7.7,18.7,18.3,10.6,6.5,5.1,4.6,4.3,1984,10,-0.09999999999999964,0
1984-11-01,6.9,6.8,7.1,20.0,16.8,10.5,6.6,4.8,4.8,4.2,1984,11,-0.09999999999999964,0
1984-12-01,7.0,7.2,6.7,20.2,16.9,10.4,6.7,5.0,5.1,4.1,1984,12,0.09999999999999964,0
1985-01-01,8.0,8.2,7.8,21.3,18.8,12.2,7.9,5.9,5.6,4.8,1985,1,1.0,0
1985-02-01,7.8,8.1,7.5,20.9,18.7,12.4,7.8,5.5,5.3,4.4,1985,2,-0.20000000000000018,0
1985-03-01,7.5,7.6,7.4,22.1,16.7,11.7,7.2,5.6,5.3,4.4,1985,3,-0.2999999999999998,0
1985-04-01,7.1,7.2,7.1,21.2,14.2,10.9,7.1,5.2,5.0,4.2,1985,4,-0.40000000000000036,0
1985-05-01,7.0,6.6,7.5,20.7,16.8,11.5,6.6,4.9,4.2,4.0,1985,5,-0.09999999999999964,0
1985-06-01,7.5,7.2,7.9,25.9,17.5,11.4,6.8,5.3,4.3,4.2,1985,6,0.5,0
1985-07-01,7.4,7.0,7.9,20.7,17.0,10.7,6.9,5.1,4.7,4.3,1985,7,-0.09999999999999964,0
1985-08-01,6.9,6.3,7.7,15.7,14.6,10.5,6.9,5.1,4.4,4.0,1985,8,-0.5,0
1985-09-01,6.9,6.2,7.7,19.5,17.4,10.6,6.8,5.0,4.5,3.7,1985,9,0.0,0
1985-10-01,6.8,6.5,7.2,22.2,18.6,10.5,6.6,4.6,4.3,3.7,1985,10,-0.10000000000000053,0
1985-11-01,6.7,6.6,6.9,21.3,16.6,10.6,6.6,4.7,4.2,3.7,1985,11,-0.09999999999999964,0
1985-12-01,6.7,6.8,6.5,20.4,16.9,9.8,6.5,4.8,4.6,3.8,1985,12,0.0,0
1986-01-01,7.3,7.5,7.2,21.2,17.8,11.6,7.1,5.2,5.2,4.3,1986,1,0.5999999999999996,0
1986-02-01,7.8,8.0,7.6,22.5,18.5,11.9,7.8,5.8,4.8,4.8,1986,2,0.5,0
1986-03-01,7.5,7.6,7.2,20.9,17.4,11.1,7.4,5.6,4.9,4.7,1986,3,-0.2999999999999998,0
1986-04-01,7.0,7.0,6.9,21.3,16.9,10.6,6.9,5.1,4.4,4.0,1986,4,-0.5,0
1986-05-01,7.0,6.8,7.1,20.6,17.3,11.6,6.7,4.9,4.4,3.4,1986,5,0.0,0
1986-06-01,7.3,7.1,7.7,24.9,18.7,10.9,6.8,5.0,4.5,3.6,1986,6,0.2999999999999998,0
1986-07-01,7.0,6.8,7.3,19.0,15.8,10.4,7.0,4.9,4.4,3.7,1986,7,-0.2999999999999998,0
1986-08-01,6.7,6.2,7.3,16.3,14.6,9.9,6.8,4.9,4.3,3.6,1986,8,-0.2999999999999998,0
1986-09-01,6.8,6.4,7.3,19.5,18.2,10.8,6.6,4.8,4.2,3.7,1986,9,0.09999999999999964,0
1986-10-01,6.6,6.4,6.9,18.3,17.2,10.1,6.6,4.8,4.0,3.9,1986,10,-0.20000000000000018,0
1986-11-01,6.6,6.7,6.6,21.2,16.3,9.6,6.7,4.9,4.2,3.7,1986,11,0.0,0
1986-12-01,6.3,6.7,5.8,17.8,15.6,9.8,6.5,4.6,4.0,3.4,1986,12,-0.2999999999999998,0
1987-01-01,7.3,7.7,6.8,20.2,17.4,11.7,7.7,5.3,4.7,3.6,1987,1,1.0,0
1987-02-01,7.2,7.6,6.7,20.9,18.0,11.5,7.3,5.2,4.9,3.4,1987,2,-0.09999999999999964,0
1987-03-01,6.9,7.2,6.5,21.1,16.5,10.6,6.7,5.2,4.5,3.8,1987,3,-0.2999999999999998,0
1987-04-01,6.2,6.4,5.9,19.6,14.7,10.0,6.0,4.4,4.0,3.5,1987,4,-0.7000000000000002,0
1987-05-01,6.1,6.2,6.1,21.3,14.9,10.2,5.8,4.2,3.7,3.4,1987,5,-0.10000000000000053,0
1987-06-01,6.3,6.2,6.4,23.4,15.4,10.4,5.8,4.1,3.7,3.0,1987,6,0.20000000000000018,0
1987-07-01,6.1,5.8,6.4,17.1,13.8,9.5,5.8,4.5,3.9,2.9,1987,7,-0.20000000000000018,0
1987-08-01,5.8,5.5,6.3,14.8,12.6,8.8,5.8,4.4,3.8,3.1,1987,8,-0.2999999999999998,0
1987-09-01,5.7,5.2,6.4,16.6,16.3,9.1,5.4,4.4,3.4,3.2,1987,9,-0.09999999999999964,0
1987-10-01,5.7,5.4,6.0,19.9,15.2,8.3,5.3,4.3,3.8,3.1,1987,10,0.0,0
1987-11-01,5.6,5.5,5.8,20.1,14.5,8.5,5.4,4.0,3.8,3.3,1987,11,-0.10000000000000053,0
1987-12-01,5.4,5.6,5.2,16.3,14.0,7.8,5.6,4.0,3.4,3.1,1987,12,-0.1999999999999993,0
1988-01-01,6.3,6.6,6.0,18.8,15.5,10.0,6.3,4.7,4.1,3.7,1988,1,0.8999999999999995,0
1988-02-01,6.2,6.4,6.0,18.2,15.4,9.7,6.1,4.8,4.1,3.6,1988,2,-0.09999999999999964,0
1988-03-01,5.9,6.3,5.5,18.5,16.1,9.5,5.9,4.4,3.4,3.4,1988,3,-0.2999999999999998,0
